Order ID,Amount,Profit,Quantity,Category,Sub-Category,Payment Mode,AOV
B-25878,165,46,3,Furniture,Furnishings,COD,55
B-25983,161,-229,8,Furniture,Furnishings,COD,20
B-25948,152,23,3,Furniture,Furnishings,COD,51
B-25723,76,-54,3,Electronics,Electronic Games,COD,25
B-26001,149,17,4,Furniture,Furnishings,COD,37
B-26033,143,32,1,Furniture,Bookcases,COD,143
B-25787,140,-58,4,Furniture,Furnishings,COD,35
B-26054,139,21,3,Electronics,Accessories,COD,46
B-25745,132,-79,5,Furniture,Furnishings,COD,26
B-25731,131,-154,8,Furniture,Furnishings,COD,16
B-25883,127,29,3,Furniture,Furnishings,COD,42
B-25821,125,0,3,Electronics,Accessories,COD,42
B-25800,122,-66,9,Electronics,Accessories,COD,14
B-26021,122,59,7,Furniture,Furnishings,COD,17
B-26053,120,1,1,Furniture,Chairs,COD,120
B-25696,117,-6,3,Electronics,Phones,COD,39
B-26003,114,41,6,Furniture,Furnishings,COD,19
B-25770,110,35,1,Furniture,Furnishings,COD,110
B-25999,109,40,1,Furniture,Furnishings,COD,109
B-25909,108,22,3,Electronics,Accessories,COD,36
B-25641,22,-6,1,Furniture,Furnishings,COD,22
B-25648,100,-23,1,Electronics,Phones,COD,100
B-26083,45,17,1,Electronics,Accessories,COD,45
B-25853,95,11,4,Furniture,Furnishings,COD,24
B-26023,29,0,3,Furniture,Furnishings,COD,10
B-25653,115,25,1,Electronics,Accessories,COD,115
B-25820,119,1,1,Furniture,Chairs,COD,119
B-26096,88,11,3,Electronics,Accessories,COD,29
B-25730,83,-81,3,Furniture,Chairs,COD,28
B-26017,78,7,1,Furniture,Chairs,COD,78
B-25644,76,-92,8,Furniture,Furnishings,COD,10
B-25750,73,-31,1,Furniture,Bookcases,COD,73
B-25697,73,-7,1,Electronics,Phones,COD,73
B-25725,144,-7,4,Electronics,Electronic Games,COD,36
B-25693,72,-49,1,Electronics,Phones,COD,72
B-25932,71,-14,4,Furniture,Furnishings,COD,18
B-25708,191,13,8,Furniture,Furnishings,COD,24
B-25789,67,-86,9,Furniture,Furnishings,COD,7
B-25753,65,-52,3,Electronics,Accessories,COD,22
B-25668,123,17,3,Furniture,Furnishings,COD,41
B-25827,156,21,3,Furniture,Chairs,COD,52
B-25902,154,26,4,Electronics,Accessories,COD,39
B-25763,58,-52,3,Furniture,Chairs,COD,19
B-25870,57,7,3,Furniture,Furnishings,COD,19
B-25993,221,26,7,Furniture,Furnishings,COD,32
B-25855,197,73,1,Furniture,Bookcases,COD,197
B-26068,193,33,5,Electronics,Accessories,COD,39
B-25843,214,30,3,Electronics,Accessories,COD,71
B-25661,224,-81,3,Furniture,Chairs,COD,75
B-25787,229,-41,8,Electronics,Accessories,COD,29
B-25951,50,14,1,Electronics,Electronic Games,COD,50
B-26072,313,44,3,Electronics,Electronic Games,COD,104
B-25753,47,-114,5,Furniture,Furnishings,COD,9
B-25955,200,13,5,Electronics,Phones,COD,40
B-25626,46,-14,1,Electronics,Phones,COD,46
B-25888,223,4,3,Electronics,Phones,COD,74
B-25657,288,-180,4,Furniture,Chairs,COD,72
B-25704,102,0,3,Electronics,Phones,COD,34
B-25790,42,-3,1,Electronics,Electronic Games,COD,42
B-25923,226,58,3,Electronics,Accessories,COD,75
B-25930,351,-94,5,Electronics,Electronic Games,COD,70
B-25618,362,127,1,Furniture,Bookcases,COD,362
B-25643,36,-7,1,Electronics,Electronic Games,COD,36
B-26051,669,74,5,Furniture,Bookcases,COD,134
B-25614,494,54,4,Furniture,Bookcases,COD,124
B-26010,527,26,3,Electronics,Electronic Games,COD,176
B-25603,24,-30,1,Furniture,Chairs,COD,24
B-25656,651,169,5,Electronics,Printers,COD,130
B-25697,322,193,5,Electronics,Printers,COD,64
B-25999,770,323,3,Electronics,Accessories,COD,257
B-25902,802,120,7,Electronics,Accessories,COD,115
B-25699,21,-5,1,Electronics,Accessories,COD,21
B-26076,450,-190,4,Furniture,Bookcases,COD,113
B-25608,856,385,6,Electronics,Printers,COD,143
B-25813,911,202,7,Furniture,Chairs,COD,130
B-25986,918,22,9,Electronics,Electronic Games,COD,102
B-25650,925,-447,5,Electronics,Electronic Games,COD,185
B-25797,976,293,4,Electronics,Accessories,COD,244
B-25753,620,82,6,Electronics,Accessories,COD,103
B-25752,1361,197,9,Furniture,Bookcases,COD,151
B-25610,1076,-38,4,Electronics,Printers,COD,269
B-25639,1629,-153,3,Electronics,Phones,COD,543
B-25919,977,-244,7,Electronics,Phones,COD,140
B-25855,1319,567,5,Electronics,Printers,COD,264
B-25881,1351,111,6,Electronics,Electronic Games,COD,225
B-26057,736,346,5,Electronics,Printers,COD,147
B-26055,1218,-420,8,Furniture,Bookcases,COD,152
B-25955,1716,309,7,Electronics,Accessories,COD,245
B-25686,332,503,3,Electronics,Printers,COD,111
B-25881,2115,23,5,Furniture,Chairs,COD,423
B-25910,850,-289,5,Electronics,Electronic Games,COD,170
B-25997,2292,127,7,Furniture,Bookcases,COD,327
B-25973,4141,1698,13,Electronics,Printers,COD,319
B-25898,857,-274,2,Furniture,Tables,COD,429
B-26100,828,230,2,Furniture,Chairs,COD,414
B-25970,742,198,2,Furniture,Bookcases,COD,371
B-25885,734,248,2,Furniture,Chairs,COD,367
B-25676,674,-187,2,Furniture,Tables,COD,337
B-25950,644,167,2,Electronics,Printers,COD,322
B-25847,643,225,2,Electronics,Printers,COD,322
B-26078,557,-111,2,Electronics,Electronic Games,COD,279
B-26028,1272,547,2,Electronics,Phones,COD,636
B-25798,448,148,2,Electronics,Printers,COD,224
B-25895,388,93,2,Furniture,Bookcases,COD,194
B-25903,336,57,2,Electronics,Phones,COD,168
B-25996,333,50,2,Electronics,Phones,COD,167
B-26007,311,72,2,Furniture,Bookcases,COD,156
B-25770,299,113,2,Furniture,Bookcases,COD,150
B-25840,298,74,2,Furniture,Bookcases,COD,149
B-26030,291,93,2,Electronics,Printers,COD,146
B-26009,285,128,2,Electronics,Printers,COD,143
B-25962,260,68,2,Electronics,Printers,COD,130
B-25612,259,-55,2,Furniture,Chairs,COD,130
B-25799,45,-15,2,Furniture,Chairs,COD,23
B-26053,246,61,2,Furniture,Bookcases,COD,123
B-25971,244,83,2,Furniture,Bookcases,COD,122
B-25681,243,-14,2,Furniture,Chairs,COD,122
B-25858,223,27,2,Furniture,Bookcases,COD,112
B-25900,210,62,2,Electronics,Phones,COD,105
B-25750,212,-24,2,Furniture,Chairs,COD,106
B-25898,171,2,2,Electronics,Electronic Games,COD,86
B-25724,168,-51,2,Furniture,Bookcases,COD,84
B-25748,47,-21,2,Electronics,Electronic Games,COD,24
B-26004,162,73,2,Electronics,Electronic Games,COD,81
B-25751,221,-15,2,Electronics,Electronic Games,COD,111
B-25721,149,-40,2,Electronics,Phones,COD,75
B-25755,134,-34,2,Furniture,Chairs,COD,67
B-25684,134,42,2,Furniture,Chairs,COD,67
B-25739,133,-56,2,Furniture,Chairs,COD,67
B-25972,115,47,2,Electronics,Accessories,COD,58
B-25823,104,2,2,Furniture,Furnishings,COD,52
B-25904,83,12,2,Furniture,Chairs,COD,42
B-25757,98,9,2,Furniture,Furnishings,COD,49
B-25805,112,15,2,Furniture,Chairs,COD,56
B-25830,93,15,2,Electronics,Accessories,COD,47
B-25938,61,1,2,Furniture,Furnishings,COD,31
B-25631,89,-89,2,Furniture,Furnishings,COD,45
B-25921,84,-42,2,Electronics,Accessories,COD,42
B-25939,61,18,2,Electronics,Accessories,COD,31
B-25903,60,-10,2,Furniture,Furnishings,COD,30
B-25717,55,-33,2,Furniture,Chairs,COD,28
B-25824,101,38,2,Furniture,Furnishings,COD,51
B-25999,51,-49,2,Electronics,Electronic Games,COD,26
B-26056,220,40,2,Electronics,Accessories,COD,110
B-25945,245,10,2,Furniture,Bookcases,COD,123
B-25956,140,28,2,Electronics,Phones,COD,70
B-25851,300,42,2,Electronics,Printers,COD,150
B-25705,46,0,2,Electronics,Electronic Games,COD,23
B-26048,163,81,2,Electronics,Accessories,COD,82
B-25610,30,-5,2,Furniture,Furnishings,COD,15
B-25850,513,215,2,Electronics,Accessories,COD,257
B-25996,217,72,2,Furniture,Furnishings,COD,109
B-26050,382,92,2,Electronics,Printers,COD,191
B-25826,637,261,2,Electronics,Printers,COD,319
B-25974,662,240,2,Furniture,Bookcases,COD,331
B-25751,68,-56,2,Electronics,Phones,COD,34
B-25738,148,-91,2,Electronics,Phones,COD,74
B-25669,610,-66,2,Furniture,Tables,COD,305
B-25630,143,-129,2,Electronics,Phones,COD,72
B-26055,5729,64,14,Furniture,Chairs,EMI,409
B-25955,2927,146,8,Furniture,Bookcases,EMI,366
B-25756,729,-492,5,Furniture,Bookcases,UPI,146
B-25761,2188,1050,5,Furniture,Bookcases,Credit Card,438
B-25786,1854,433,5,Furniture,Bookcases,Credit Card,371
B-25853,2093,721,5,Furniture,Chairs,Credit Card,419
B-25910,1622,-624,5,Furniture,Tables,Credit Card,324
B-25686,1829,-56,6,Furniture,Tables,Credit Card,305
B-26048,1461,202,5,Furniture,Tables,EMI,292
B-26003,1745,122,2,Furniture,Tables,Credit Card,873
B-25797,1630,802,5,Furniture,Tables,EMI,326
B-25935,1657,460,4,Furniture,Chairs,Credit Card,414
B-25868,1118,206,2,Furniture,Tables,Credit Card,559
B-25608,1364,1864,5,Furniture,Tables,Credit Card,273
B-25995,1314,342,3,Furniture,Bookcases,Credit Card,438
B-25929,1308,536,3,Furniture,Bookcases,Credit Card,436
B-25957,1157,-13,9,Furniture,Bookcases,Credit Card,129
B-25643,1061,-36,8,Furniture,Bookcases,EMI,133
B-25747,877,395,2,Furniture,Bookcases,Credit Card,439
B-26093,852,51,5,Furniture,Bookcases,Credit Card,170
B-25749,1052,-82,3,Furniture,Bookcases,UPI,351
B-25951,742,198,2,Furniture,Bookcases,Credit Card,371
B-26057,659,-37,2,Furniture,Bookcases,Credit Card,330
B-25701,98,-45,2,Furniture,Chairs,UPI,49
B-25670,656,-36,2,Furniture,Bookcases,Credit Card,328
B-25662,385,-77,11,Furniture,Furnishings,UPI,35
B-26067,618,27,4,Furniture,Bookcases,Credit Card,155
B-25983,561,118,5,Furniture,Bookcases,Credit Card,112
B-25786,623,-192,3,Furniture,Tables,UPI,208
B-25628,35,-8,2,Furniture,Furnishings,Debit Card,18
B-26014,406,97,7,Furniture,Chairs,Credit Card,58
B-26048,401,13,6,Furniture,Chairs,Credit Card,67
B-25770,375,180,3,Furniture,Bookcases,Credit Card,125
B-25989,330,81,1,Furniture,Bookcases,Credit Card,330
B-25710,216,-38,6,Furniture,Furnishings,UPI,36
B-25661,55,-33,2,Furniture,Chairs,Debit Card,28
B-26003,315,-8,3,Furniture,Chairs,Credit Card,105
B-25661,58,-42,2,Furniture,Chairs,Debit Card,29
B-25979,284,45,2,Furniture,Bookcases,EMI,142
B-25902,268,6,2,Furniture,Bookcases,UPI,134
B-25773,248,-70,3,Furniture,Chairs,Credit Card,83
B-25840,246,61,2,Furniture,Bookcases,Credit Card,123
B-25703,42,-23,2,Furniture,Furnishings,UPI,21
B-25929,216,-135,3,Furniture,Chairs,Credit Card,72
B-25699,20,-22,1,Furniture,Furnishings,UPI,20
B-25654,122,-21,3,Furniture,Furnishings,UPI,41
B-25738,70,-14,2,Furniture,Furnishings,UPI,35
B-25950,190,19,9,Furniture,Furnishings,Credit Card,21
B-25664,83,-48,1,Furniture,Bookcases,UPI,83
B-25991,90,30,2,Furniture,Chairs,UPI,45
B-25638,182,-11,3,Furniture,Bookcases,Credit Card,61
B-25651,172,-103,3,Furniture,Chairs,EMI,57
B-25960,171,-140,2,Furniture,Bookcases,EMI,86
B-25823,103,50,2,Furniture,Furnishings,UPI,52
B-25774,38,-6,2,Furniture,Furnishings,UPI,19
B-25750,78,-6,2,Furniture,Furnishings,UPI,39
B-25901,159,2,3,Furniture,Furnishings,EMI,53
B-25925,1228,14,3,Furniture,Chairs,UPI,409
B-25924,148,54,2,Furniture,Chairs,UPI,74
B-25963,53,8,3,Furniture,Furnishings,UPI,18
B-25928,25,10,1,Furniture,Furnishings,UPI,25
B-25848,147,21,3,Furniture,Furnishings,Debit Card,49
B-25661,145,-104,5,Furniture,Chairs,UPI,29
B-25929,154,-85,3,Furniture,Chairs,EMI,51
B-25797,148,-101,2,Furniture,Bookcases,UPI,74
B-25654,121,-17,3,Furniture,Furnishings,Credit Card,40
B-25683,155,56,3,Furniture,Furnishings,EMI,52
B-25935,162,20,3,Furniture,Chairs,EMI,54
B-25713,158,-63,4,Furniture,Chairs,UPI,40
B-25755,257,-3,2,Furniture,Bookcases,UPI,129
B-25954,189,60,4,Furniture,Furnishings,Debit Card,47
B-25818,94,20,2,Furniture,Furnishings,UPI,47
B-25651,200,-60,4,Furniture,Bookcases,UPI,50
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,71
B-25993,201,32,4,Furniture,Furnishings,UPI,50
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,88
B-25847,264,71,10,Furniture,Furnishings,Debit Card,26
B-25981,245,91,2,Furniture,Bookcases,UPI,123
B-25877,269,33,5,Furniture,Chairs,Debit Card,54
B-25896,79,-2,2,Furniture,Furnishings,EMI,40
B-26014,278,39,5,Furniture,Chairs,Debit Card,56
B-25931,73,-36,3,Furniture,Chairs,UPI,24
B-26045,302,75,6,Furniture,Furnishings,Debit Card,50
B-25770,287,-280,12,Furniture,Chairs,UPI,24
B-26036,341,44,7,Furniture,Furnishings,UPI,49
B-25789,313,-13,5,Furniture,Bookcases,UPI,63
B-25854,342,-154,7,Furniture,Furnishings,Debit Card,49
B-25782,335,-22,7,Furniture,Chairs,UPI,48
B-25685,51,7,2,Furniture,Furnishings,UPI,26
B-25718,371,115,1,Furniture,Bookcases,Debit Card,371
B-25702,424,-17,9,Furniture,Chairs,Debit Card,47
B-25718,460,31,3,Furniture,Bookcases,Debit Card,153
B-25914,460,-143,3,Furniture,Chairs,Debit Card,153
B-25857,227,59,2,Furniture,Furnishings,UPI,114
B-25634,389,-83,3,Furniture,Chairs,UPI,130
B-25885,394,146,2,Furniture,Bookcases,UPI,197
B-26098,497,179,3,Furniture,Chairs,Debit Card,166
B-25692,141,28,7,Furniture,Furnishings,UPI,20
B-25959,429,17,3,Furniture,Chairs,UPI,143
B-25709,41,-6,1,Furniture,Chairs,Credit Card,41
B-25750,539,-146,7,Furniture,Furnishings,Debit Card,77
B-25726,490,-128,8,Furniture,Bookcases,UPI,61
B-25803,511,194,3,Furniture,Chairs,UPI,170
B-25667,516,69,4,Furniture,Bookcases,UPI,129
B-25755,593,213,4,Furniture,Bookcases,Debit Card,148
B-26000,597,93,4,Furniture,Chairs,Debit Card,149
B-25710,616,-69,7,Furniture,Furnishings,Debit Card,88
B-25857,598,166,4,Furniture,Bookcases,UPI,150
B-25806,632,-114,4,Furniture,Tables,UPI,158
B-26003,652,13,6,Furniture,Furnishings,Debit Card,109
B-25752,33,-27,1,Furniture,Chairs,Credit Card,33
B-25745,670,15,5,Furniture,Bookcases,Debit Card,134
B-26051,676,195,5,Furniture,Bookcases,Debit Card,135
B-25983,32,-12,1,Furniture,Chairs,Credit Card,32
B-26018,326,107,3,Furniture,Furnishings,UPI,109
B-25702,941,203,3,Furniture,Tables,UPI,314
B-25859,724,253,2,Furniture,Bookcases,UPI,362
B-25855,550,-242,5,Furniture,Furnishings,UPI,110
B-25899,846,9,2,Furniture,Chairs,Debit Card,423
B-25904,871,131,2,Furniture,Bookcases,UPI,436
B-25638,880,97,8,Furniture,Furnishings,Debit Card,110
B-25898,915,-99,3,Furniture,Tables,Debit Card,305
B-25937,1101,352,3,Furniture,Bookcases,UPI,367
B-25601,1275,1148,7,Furniture,Bookcases,EMI,182
B-25894,1246,62,3,Furniture,Bookcases,EMI,415
B-25653,1327,318,8,Furniture,Chairs,EMI,166
B-25953,1218,352,9,Furniture,Bookcases,EMI,135
B-26023,1117,447,10,Furniture,Bookcases,EMI,112
B-25862,2061,701,5,Furniture,Bookcases,UPI,412
B-25626,1103,276,3,Furniture,Chairs,EMI,368
B-25969,2452,191,7,Furniture,Bookcases,UPI,350
B-25798,2830,-1981,13,Furniture,Bookcases,EMI,218
B-25993,4363,305,5,Furniture,Tables,EMI,873
B-26093,2847,712,8,Electronics,Printers,Credit Card,356
B-25602,2617,1151,4,Electronics,Phones,Credit Card,654
B-25887,2125,-234,6,Electronics,Printers,EMI,354
B-25923,3873,-891,6,Electronics,Phones,Credit Card,646
B-25950,1622,95,5,Electronics,Printers,Credit Card,324
B-25744,373,254,6,Electronics,Printers,UPI,62
B-25830,1954,782,3,Electronics,Phones,Credit Card,651
B-25842,1543,370,8,Electronics,Printers,Credit Card,193
B-25778,1506,-266,6,Electronics,Printers,Credit Card,251
B-26022,1824,1303,8,Electronics,Phones,Credit Card,228
B-26097,663,-212,5,Electronics,Printers,UPI,133
B-25681,1625,-77,3,Electronics,Phones,EMI,542
B-25909,1622,-448,3,Electronics,Phones,EMI,541
B-25943,1547,340,6,Electronics,Accessories,EMI,258
B-25729,1549,-439,4,Electronics,Phones,Credit Card,387
B-25772,1183,106,4,Electronics,Printers,EMI,296
B-26051,1337,147,7,Electronics,Printers,Credit Card,191
B-25760,322,-193,5,Electronics,Printers,UPI,64
B-25762,1316,527,7,Electronics,Electronic Games,Credit Card,188
B-25777,1076,-38,4,Electronics,Printers,Credit Card,269
B-26006,1301,573,5,Electronics,Accessories,Credit Card,260
B-25697,1300,-16,8,Electronics,Printers,Credit Card,163
B-25836,1298,65,9,Electronics,Printers,EMI,144
B-25728,1055,264,4,Electronics,Printers,EMI,264
B-25653,1279,-640,8,Electronics,Printers,EMI,160
B-25704,126,-63,3,Electronics,Accessories,UPI,42
B-25730,1145,-706,3,Electronics,Phones,Credit Card,382
B-26067,1137,-14,7,Electronics,Printers,EMI,162
B-25657,1021,-48,4,Electronics,Electronic Games,EMI,255
B-25855,829,19,4,Electronics,Printers,Credit Card,207
B-25728,771,-424,2,Electronics,Phones,Credit Card,386
B-25803,757,371,2,Electronics,Printers,Credit Card,379
B-25845,757,371,2,Electronics,Printers,Credit Card,379
B-25897,734,213,6,Electronics,Electronic Games,Credit Card,122
B-26000,676,151,3,Electronics,Printers,Credit Card,225
B-26055,671,114,9,Electronics,Phones,Credit Card,75
B-25653,668,-31,3,Electronics,Printers,Credit Card,223
B-25873,1275,357,2,Electronics,Phones,UPI,638
B-25848,648,50,6,Electronics,Electronic Games,Credit Card,108
B-25942,646,-23,2,Electronics,Printers,Credit Card,323
B-26035,520,151,3,Electronics,Phones,Credit Card,173
B-25966,510,234,6,Electronics,Electronic Games,EMI,85
B-26051,490,88,2,Electronics,Accessories,EMI,245
B-26050,487,143,4,Electronics,Phones,EMI,122
B-25741,482,-6,7,Electronics,Electronic Games,EMI,69
B-25756,465,-33,4,Electronics,Phones,EMI,116
B-26096,451,25,3,Electronics,Phones,EMI,150
B-25664,444,-200,4,Electronics,Phones,EMI,111
B-25989,42,15,1,Electronics,Accessories,UPI,42
B-26016,429,61,3,Electronics,Electronic Games,Credit Card,143
B-25767,299,-28,3,Electronics,Electronic Games,UPI,100
B-25693,68,-30,1,Electronics,Phones,UPI,68
B-25857,324,39,8,Electronics,Accessories,Credit Card,41
B-26020,319,102,6,Electronics,Accessories,Credit Card,53
B-25925,314,-41,3,Electronics,Electronic Games,Credit Card,105
B-26087,311,40,1,Electronics,Electronic Games,EMI,311
B-25810,307,74,3,Electronics,Accessories,EMI,102
B-25858,294,109,7,Electronics,Accessories,EMI,42
B-25795,276,-21,2,Electronics,Phones,EMI,138
B-25654,269,-86,2,Electronics,Electronic Games,EMI,135
B-25823,59,6,1,Electronics,Accessories,UPI,59
B-25698,65,-16,2,Electronics,Phones,Debit Card,33
B-25997,231,99,2,Electronics,Electronic Games,Credit Card,116
B-25767,74,-59,2,Electronics,Accessories,Debit Card,37
B-25621,228,63,3,Electronics,Electronic Games,Credit Card,76
B-25610,68,-55,5,Electronics,Accessories,UPI,14
B-26061,206,12,1,Electronics,Printers,Credit Card,206
B-25927,200,7,4,Electronics,Electronic Games,Credit Card,50
B-25620,193,46,1,Electronics,Printers,Credit Card,193
B-25712,193,-275,3,Electronics,Phones,Credit Card,64
B-25601,80,-56,4,Electronics,Electronic Games,UPI,20
B-25953,188,-193,2,Electronics,Electronic Games,Credit Card,94
B-25730,187,30,4,Electronics,Accessories,Credit Card,47
B-25662,86,-21,1,Electronics,Electronic Games,UPI,86
B-25602,168,-111,2,Electronics,Phones,EMI,84
B-26050,166,27,2,Electronics,Accessories,EMI,83
B-25751,106,0,2,Electronics,Phones,EMI,53
B-25734,108,-19,3,Electronics,Electronic Games,UPI,36
B-25954,148,9,1,Electronics,Electronic Games,UPI,148
B-25697,114,8,3,Electronics,Accessories,Debit Card,38
B-26028,115,0,1,Electronics,Accessories,Debit Card,115
B-25954,146,66,1,Electronics,Phones,UPI,146
B-25928,122,15,3,Electronics,Accessories,EMI,41
B-26083,143,6,2,Electronics,Accessories,UPI,72
B-25849,336,123,3,Electronics,Phones,UPI,112
B-25909,323,122,5,Electronics,Phones,UPI,65
B-25780,137,-41,3,Electronics,Phones,Debit Card,46
B-25939,136,41,3,Electronics,Accessories,UPI,45
B-26016,134,-13,3,Electronics,Electronic Games,UPI,45
B-25645,133,-42,1,Electronics,Printers,UPI,133
B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,49
B-25946,146,7,2,Electronics,Phones,Debit Card,73
B-25953,116,22,1,Electronics,Accessories,Credit Card,116
B-25665,166,-113,4,Electronics,Accessories,EMI,42
B-25993,173,86,1,Electronics,Printers,Debit Card,173
B-25653,168,-10,3,Electronics,Accessories,UPI,56
B-25868,170,73,2,Electronics,Accessories,UPI,85
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,49
B-25748,224,58,3,Electronics,Phones,UPI,75
B-25959,252,56,2,Electronics,Phones,UPI,126
B-25970,203,84,2,Electronics,Printers,UPI,102
B-26053,93,31,3,Electronics,Accessories,UPI,31
B-26030,221,35,4,Electronics,Accessories,Debit Card,55
B-25653,227,102,8,Electronics,Accessories,Debit Card,28
B-25947,207,33,2,Electronics,Accessories,UPI,104
B-25773,209,-21,2,Electronics,Electronic Games,UPI,105
B-25951,248,105,2,Electronics,Phones,Debit Card,124
B-25664,258,-27,2,Electronics,Phones,Debit Card,129
B-25754,262,215,2,Electronics,Printers,Debit Card,131
B-25919,1599,37,6,Electronics,Electronic Games,UPI,267
B-26098,82,8,3,Electronics,Accessories,EMI,27
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,29
B-25683,245,-3,4,Electronics,Phones,UPI,61
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,132
B-25650,245,-78,2,Electronics,Printers,UPI,123
B-25999,129,11,2,Electronics,Phones,UPI,65
B-25921,71,-44,5,Electronics,Accessories,UPI,14
B-25663,294,138,2,Electronics,Printers,Debit Card,147
B-25677,20,-2,1,Electronics,Accessories,UPI,20
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,61
B-25681,68,-27,3,Electronics,Accessories,UPI,23
B-25852,320,144,1,Electronics,Printers,Debit Card,320
B-25804,321,26,3,Electronics,Printers,Debit Card,107
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card,109
B-25868,62,-1,1,Electronics,Phones,UPI,62
B-25777,61,-25,4,Electronics,Accessories,UPI,15
B-25893,372,59,3,Electronics,Printers,UPI,124
B-26035,369,15,3,Electronics,Electronic Games,Debit Card,123
B-26056,391,90,6,Electronics,Phones,Debit Card,65
B-25715,416,137,3,Electronics,Phones,Debit Card,139
B-25873,367,73,3,Electronics,Electronic Games,UPI,122
B-25683,433,26,3,Electronics,Printers,Debit Card,144
B-25939,469,33,4,Electronics,Electronic Games,Debit Card,117
B-25956,474,56,4,Electronics,Phones,Debit Card,119
B-25923,484,28,3,Electronics,Printers,Debit Card,161
B-25986,487,-23,3,Electronics,Printers,Debit Card,162
B-26061,508,203,2,Electronics,Accessories,Debit Card,254
B-25954,524,-25,2,Electronics,Electronic Games,Debit Card,262
B-26034,425,183,5,Electronics,Accessories,UPI,85
B-25855,442,31,2,Electronics,Electronic Games,UPI,221
B-25685,529,137,3,Electronics,Phones,Debit Card,176
B-25951,40,18,1,Electronics,Accessories,Credit Card,40
B-25751,534,5,2,Electronics,Electronic Games,Debit Card,267
B-25657,332,-43,6,Electronics,Phones,UPI,55
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,280
B-25853,579,139,3,Electronics,Printers,Debit Card,193
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card,120
B-25656,624,37,2,Electronics,Electronic Games,Debit Card,312
B-25781,584,-444,7,Electronics,Printers,UPI,83
B-25919,636,-204,2,Electronics,Printers,Debit Card,318
B-25959,637,212,8,Electronics,Phones,Debit Card,80
B-25756,643,-45,2,Electronics,Printers,Debit Card,322
B-25802,633,-633,11,Electronics,Accessories,UPI,58
B-25696,887,80,3,Electronics,Printers,UPI,296
B-25796,28,1,1,Electronics,Accessories,UPI,28
B-25893,688,-103,6,Electronics,Accessories,Debit Card,115
B-25969,720,43,2,Electronics,Printers,UPI,360
B-25778,724,-447,4,Electronics,Electronic Games,UPI,181
B-25764,765,-153,2,Electronics,Phones,Debit Card,383
B-25817,743,89,5,Electronics,Printers,UPI,149
B-25610,781,594,6,Electronics,Printers,Debit Card,130
B-25664,785,52,2,Electronics,Phones,Debit Card,393
B-25645,183,-66,5,Electronics,Phones,UPI,37
B-26093,492,187,2,Electronics,Accessories,UPI,246
B-25638,816,-96,3,Electronics,Printers,Debit Card,272
B-25968,811,154,7,Electronics,Accessories,UPI,116
B-26099,835,267,5,Electronics,Phones,Debit Card,167
B-25825,911,355,5,Electronics,Phones,Debit Card,182
B-25952,935,114,4,Electronics,Electronic Games,UPI,234
B-25955,954,95,3,Electronics,Printers,UPI,318
B-25838,955,305,3,Electronics,Printers,Debit Card,318
B-25667,1030,206,8,Electronics,Printers,UPI,129
B-25633,249,-130,4,Electronics,Phones,UPI,62
B-25964,1270,546,11,Electronics,Electronic Games,EMI,115
B-26055,1250,-12,2,Electronics,Printers,EMI,625
B-26073,1514,742,4,Electronics,Printers,EMI,379
B-25823,2103,322,8,Electronics,Electronic Games,UPI,263
B-25830,1063,64,7,Electronics,Phones,EMI,152
B-25978,1063,-175,4,Electronics,Electronic Games,EMI,266
B-25858,2457,665,11,Electronics,Electronic Games,EMI,223
B-25810,1120,199,6,Clothing,Saree,EMI,187
B-25839,1250,486,7,Clothing,Saree,EMI,179
B-26067,1120,199,6,Clothing,Saree,EMI,187
B-25803,765,8,6,Clothing,Saree,EMI,128
B-25850,485,199,4,Clothing,Saree,EMI,121
B-25955,294,62,9,Clothing,T-shirt,EMI,33
B-26002,276,52,5,Clothing,Saree,EMI,55
B-25650,269,111,3,Clothing,Trousers,EMI,90
B-25840,262,64,6,Clothing,Saree,EMI,44
B-26037,171,68,7,Clothing,Stole,EMI,24
B-25958,105,25,2,Clothing,Hankerchief,EMI,53
B-25934,105,33,6,Clothing,Saree,EMI,18
B-25623,158,69,3,Clothing,Stole,EMI,53
B-25804,156,36,5,Clothing,T-shirt,EMI,31
B-25610,107,-54,4,Clothing,Stole,EMI,27
B-25835,155,26,3,Clothing,Stole,EMI,52
B-25949,151,9,3,Clothing,Hankerchief,EMI,50
B-25930,151,29,5,Clothing,Hankerchief,EMI,30
B-25655,110,-68,4,Clothing,Saree,EMI,28
B-25893,149,15,3,Clothing,Saree,EMI,50
B-26052,148,23,4,Clothing,Kurti,EMI,37
B-25814,118,35,7,Clothing,T-shirt,EMI,17
B-26087,119,56,7,Clothing,Saree,EMI,17
B-25862,121,41,4,Clothing,Stole,EMI,30
B-25914,125,22,3,Clothing,Stole,EMI,42
